id,sale_date,quantity,product,store
311,11/6/2022,95.5,1,1
312,11/7/2022,104.77,1,1
313,11/8/2022,106.21,1,1
314,11/9/2022,107.65,1,1
315,11/10/2022,102.17,1,1
316,11/11/2022,95.13,1,1
317,11/12/2022,97.25,1,1
318,11/13/2022,93.91,1,1
319,11/14/2022,93.76,1,1
320,11/15/2022,93.8,1,1
321,11/16/2022,93.54,1,1
322,11/17/2022,93.29,1,1
323,11/18/2022,93.03,1,1
324,11/19/2022,93.35,1,1
325,11/20/2022,93.34,1,1
326,11/21/2022,95.35,1,1
327,11/22/2022,94.53,1,1
328,11/23/2022,94.31,1,1
329,11/24/2022,94.08,1,1
330,11/25/2022,93.86,1,1
331,11/26/2022,93.41,1,1
332,11/27/2022,92.05,1,1
333,11/28/2022,92.25,1,1
334,11/29/2022,92.55,1,1
335,11/30/2022,92.52,1,1
336,12/1/2022,92.5,1,1
337,12/2/2022,92.47,1,1
338,12/3/2022,92.44,1,1
339,12/4/2022,91.23,1,1
340,12/5/2022,93.61,1,1
341,12/6/2022,95.98,1,1
342,12/7/2022,105.85,1,1
343,12/8/2022,106.19,1,1
344,12/9/2022,108.72,1,1
345,12/10/2022,100.92,1,1
346,12/11/2022,93.12,1,1
347,12/12/2022,97.21,1,1
348,12/13/2022,96.27,1,1
349,12/14/2022,96.57,1,1
350,12/15/2022,96.88,1,1
351,12/16/2022,97.18,1,1
352,12/17/2022,96.99,1,1
353,12/18/2022,97.59,1,1
354,12/19/2022,98.4,1,1
355,12/20/2022,99.11,1,1
356,12/21/2022,98.95,1,1
357,12/22/2022,98.78,1,1
358,12/23/2022,98.62,1,1
359,12/24/2022,98.87,1,1
360,12/25/2022,99,1,1
361,12/26/2022,99.18,1,1
362,12/27/2022,99.94,1,1
363,12/28/2022,99.59,1,1
364,12/29/2022,99.25,1,1
365,12/30/2022,98.9,1,1
366,12/31/2022,98.17,1,1
367,1/1/2023,97.6,1,1
368,1/2/2023,98.3,1,1
369,1/3/2023,98.99,1,1
370,1/4/2023,99.69,1,1
371,1/5/2023,99.69,1,1
372,1/6/2023,102.88,1,1
373,1/7/2023,106.06,1,1
374,1/8/2023,97.86,1,1
375,1/9/2023,97.86,1,1
376,1/10/2023,90.74,1,1
377,1/11/2023,79.86,1,1
378,1/12/2023,68.98,1,1
379,1/13/2023,91.45,1,1
380,1/14/2023,92.15,1,1
381,1/15/2023,93.78,1,1
382,1/16/2023,93.54,1,1
383,1/17/2023,93.96,1,1
384,1/18/2023,94.07,1,1
385,1/19/2023,94.19,1,1
386,1/20/2023,94.3,1,1
387,1/21/2023,94.51,1,1
388,1/22/2023,95.06,1,1
389,1/23/2023,97.23,1,1
390,1/24/2023,96.66,1,1
391,1/25/2023,96.38,1,1
392,1/26/2023,96.1,1,1
393,1/27/2023,95.82,1,1
394,1/28/2023,97.49,1,1
395,1/29/2023,97.34,1,1
396,1/30/2023,98.25,1,1
397,1/31/2023,97.55,1,1
398,2/1/2023,95.14,1,1
399,2/2/2023,96.63,1,1
400,2/3/2023,98.11,1,1
401,2/4/2023,99.6,1,1
402,2/5/2023,100.09,1,1
403,2/6/2023,103.07,1,1
404,2/7/2023,105.18,1,1
405,2/8/2023,99.05,1,1
406,2/9/2023,92.92,1,1
407,2/10/2023,91.02,1,1
408,2/11/2023,79.01,1,1
409,2/12/2023,66.99,1,1
410,2/13/2023,100.27,1,1
411,2/14/2023,100.31,1,1
412,2/15/2023,100.54,1,1
413,2/16/2023,100.77,1,1
414,2/17/2023,101,1,1
415,2/18/2023,102.54,1,1
416,2/19/2023,103.46,1,1
417,2/20/2023,103.2,1,1
418,2/21/2023,102.53,1,1
419,2/22/2023,102.74,1,1
420,2/23/2023,102.96,1,1
421,2/24/2023,103.17,1,1
422,2/25/2023,102.2,1,1
423,2/26/2023,102.93,1,1
424,2/27/2023,102.68,1,1
425,2/28/2023,102.88,1,1
426,3/1/2023,93.66,1,1
427,3/2/2023,96.44,1,1
428,3/3/2023,105.34,1,1
429,3/4/2023,100.29,1,1
430,3/5/2023,101.82,1,1
431,3/6/2023,103.34,1,1
432,3/7/2023,104.76,1,1
433,3/8/2023,100.13,1,1
434,3/9/2023,95.5,1,1
435,3/10/2023,89.76,1,1
436,3/11/2023,78.77,1,1
437,3/12/2023,67.3,1,1
438,3/13/2023,98.57,1,1
439,3/14/2023,99.23,1,1
440,3/15/2023,98.96,1,1
441,3/16/2023,98.7,1,1
442,3/17/2023,98.43,1,1
443,3/18/2023,100.08,1,1
444,3/19/2023,100.71,1,1
445,3/20/2023,99.68,1,1
446,3/21/2023,99.97,1,1
447,3/22/2023,100,1,1
448,3/23/2023,100.02,1,1
449,3/24/2023,100.05,1,1
450,3/25/2023,99.66,1,1
451,3/26/2023,100.61,1,1
452,3/27/2023,101.25,1,1
453,3/28/2023,101.73,1,1
454,3/29/2023,101.68,1,1
455,3/30/2023,101.62,1,1
456,3/31/2023,101.57,1,1
457,4/1/2023,99.41,1,1
458,4/2/2023,97.24,1,1
459,4/3/2023,103.64,1,1
460,4/4/2023,101.16,1,1
461,4/5/2023,102.22,1,1
462,4/6/2023,103.27,1,1
463,4/7/2023,104.35,1,1
464,4/8/2023,98.26,1,1
465,4/9/2023,94.51,1,1
466,4/10/2023,85.83,1,1
467,4/11/2023,77.15,1,1
468,4/12/2023,66.73,1,1
469,4/13/2023,85.39,1,1
470,4/14/2023,104.05,1,1
471,4/15/2023,103.7,1,1
472,4/16/2023,103.71,1,1
473,4/17/2023,104.33,1,1
474,4/18/2023,103,1,1
475,4/19/2023,103.45,1,1
476,4/20/2023,103.9,1,1
477,4/21/2023,104.35,1,1
478,4/22/2023,101.69,1,1
479,4/23/2023,101.47,1,1
480,4/24/2023,102.2,1,1
481,4/25/2023,100.85,1,1
482,4/26/2023,100.94,1,1
483,4/27/2023,101.04,1,1
484,4/28/2023,101.13,1,1
485,4/29/2023,101.56,1,1
486,4/30/2023,100.07,1,1
487,5/1/2023,98.74,1,1
488,5/2/2023,97.4,1,1
489,5/3/2023,101.75,1,1
490,5/4/2023,100.75,1,1
491,5/5/2023,99.74,1,1
492,5/6/2023,103.17,1,1
493,5/7/2023,100.26,1,1
494,5/8/2023,97.34,1,1
495,5/9/2023,93.32,1,1
496,5/10/2023,86.02,1,1
497,5/11/2023,78.71,1,1
498,5/12/2023,65.89,1,1
499,5/13/2023,102.01,1,1
500,5/14/2023,102.63,1,1
501,5/15/2023,101.74,1,1
502,5/16/2023,102.31,1,1
503,5/17/2023,102.52,1,1
504,5/18/2023,102.74,1,1
505,5/19/2023,102.95,1,1
506,5/20/2023,102.8,1,1
507,5/21/2023,104.31,1,1
508,5/22/2023,104.03,1,1
509,5/23/2023,105.01,1,1
510,5/24/2023,104.67,1,1
511,5/25/2023,104.34,1,1
512,5/26/2023,104,1,1
513,5/27/2023,104.78,1,1
514,5/28/2023,103.37,1,1
515,5/29/2023,104.26,1,1
516,5/30/2023,103.4,1,1
517,5/31/2023,98.26,1,1
518,6/1/2023,93.12,1,1
519,6/2/2023,97.84,1,1
520,6/3/2023,101.82,1,1
521,6/4/2023,100.82,1,1
522,6/5/2023,99.81,1,1
523,6/6/2023,103.32,1,1
524,6/7/2023,100.13,1,1
525,6/8/2023,96.93,1,1
526,6/9/2023,93.63,1,1
527,6/10/2023,90.33,1,1
528,6/11/2023,77.87,1,1
529,6/12/2023,92.68,1,1
530,6/13/2023,107.49,1,1
531,6/14/2023,107.5,1,1
532,6/15/2023,107.51,1,1
533,6/16/2023,107.52,1,1
534,6/17/2023,106.95,1,1
535,6/18/2023,106.64,1,1
536,6/19/2023,107.08,1,1
537,6/20/2023,107.95,1,1
538,6/21/2023,107.58,1,1
539,6/22/2023,107.2,1,1
540,6/23/2023,106.83,1,1
541,6/24/2023,106.64,1,1
542,6/25/2023,107.04,1,1
543,6/26/2023,106.49,1,1
544,6/27/2023,106.46,1,1
545,6/28/2023,106.33,1,1
546,6/29/2023,106.2,1,1
547,6/30/2023,106.07,1,1
548,7/1/2023,93.31,1,1
549,7/2/2023,99.98,1,1
550,7/3/2023,102.82,1,1
551,7/4/2023,100.43,1,1
552,7/5/2023,101.06,1,1
553,7/6/2023,102.63,1,1
554,7/7/2023,104.19,1,1
555,7/8/2023,97.34,1,1
556,7/9/2023,93.12,1,1
557,7/10/2023,88.89,1,1
558,7/11/2023,78.71,1,1
559,7/12/2023,86.38,1,1
560,7/13/2023,94.06,1,1
561,7/14/2023,101.73,1,1
562,7/15/2023,100.56,1,1
563,7/16/2023,101.88,1,1
564,7/17/2023,103.84,1,1
565,7/18/2023,103.83,1,1
566,7/19/2023,104.33,1,1
567,7/20/2023,104.84,1,1
568,7/21/2023,105.34,1,1
569,7/22/2023,104.59,1,1
570,7/23/2023,103.81,1,1
571,7/24/2023,102.76,1,1
572,7/25/2023,105.23,1,1
573,7/26/2023,105.38,1,1
574,7/27/2023,105.53,1,1
575,7/28/2023,105.68,1,1
576,7/29/2023,104.91,1,1
577,7/30/2023,104.29,1,1
578,7/31/2023,98.23,1,1
579,8/1/2023,91.9,1,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
