id,sale_date,quantity,store_id,product_id
276,2022-10-02,97.48,1,1
277,2022-10-03,96.04,1,1
278,2022-10-04,94.59,1,1
279,2022-10-05,95.81,1,1
280,2022-10-06,95.82,1,1
281,2022-10-07,106.41,1,1
282,2022-10-08,106.95,1,1
283,2022-10-09,107.48,1,1
284,2022-10-10,103.08,1,1
285,2022-10-11,100.70,1,1
286,2022-10-12,98.32,1,1
287,2022-10-13,100.39,1,1
288,2022-10-14,102.46,1,1
289,2022-10-15,101.15,1,1
290,2022-10-16,102.34,1,1
291,2022-10-17,100.72,1,1
292,2022-10-18,100.87,1,1
293,2022-10-19,100.34,1,1
294,2022-10-20,99.81,1,1
295,2022-10-21,99.28,1,1
296,2022-10-22,97.63,1,1
297,2022-10-23,96.90,1,1
298,2022-10-24,96.65,1,1
299,2022-10-25,97.40,1,1
300,2022-10-26,97.85,1,1
301,2022-10-27,98.29,1,1
302,2022-10-28,98.74,1,1
303,2022-10-29,98.29,1,1
304,2022-10-30,96.81,1,1
305,2022-10-31,96.29,1,1
306,2022-11-01,93.60,1,1
307,2022-11-02,92.84,1,1
308,2022-11-03,92.07,1,1
309,2022-11-04,93.44,1,1
310,2022-11-05,94.47,1,1
311,2022-11-06,95.50,1,1
312,2022-11-07,104.77,1,1
313,2022-11-08,106.21,1,1
314,2022-11-09,107.65,1,1
315,2022-11-10,102.17,1,1
316,2022-11-11,95.13,1,1
317,2022-11-12,97.25,1,1
318,2022-11-13,93.91,1,1
319,2022-11-14,93.76,1,1
320,2022-11-15,93.80,1,1
321,2022-11-16,93.54,1,1
322,2022-11-17,93.29,1,1
323,2022-11-18,93.03,1,1
324,2022-11-19,93.35,1,1
325,2022-11-20,93.34,1,1
326,2022-11-21,95.35,1,1
327,2022-11-22,94.53,1,1
328,2022-11-23,94.31,1,1
329,2022-11-24,94.08,1,1
330,2022-11-25,93.86,1,1
331,2022-11-26,93.41,1,1
332,2022-11-27,92.05,1,1
333,2022-11-28,92.25,1,1
334,2022-11-29,92.55,1,1
335,2022-11-30,92.52,1,1
336,2022-12-01,92.50,1,1
337,2022-12-02,92.47,1,1
338,2022-12-03,92.44,1,1
339,2022-12-04,91.23,1,1
340,2022-12-05,93.61,1,1
341,2022-12-06,95.98,1,1
342,2022-12-07,105.85,1,1
343,2022-12-08,106.19,1,1
344,2022-12-09,108.72,1,1
345,2022-12-10,100.92,1,1
346,2022-12-11,93.12,1,1
347,2022-12-12,97.21,1,1
348,2022-12-13,96.27,1,1
349,2022-12-14,96.57,1,1
350,2022-12-15,96.88,1,1
351,2022-12-16,97.18,1,1
352,2022-12-17,96.99,1,1
353,2022-12-18,97.59,1,1
354,2022-12-19,98.40,1,1
355,2022-12-20,99.11,1,1
356,2022-12-21,98.95,1,1
357,2022-12-22,98.78,1,1
358,2022-12-23,98.62,1,1
359,2022-12-24,98.87,1,1
360,2022-12-25,99.00,1,1
361,2022-12-26,99.18,1,1
362,2022-12-27,99.94,1,1
363,2022-12-28,99.59,1,1
364,2022-12-29,99.25,1,1
365,2022-12-30,98.90,1,1
366,2022-12-31,98.17,1,1
367,2023-01-01,97.60,1,1
368,2023-01-02,98.30,1,1
369,2023-01-03,98.99,1,1
370,2023-01-04,99.69,1,1
371,2023-01-05,99.69,1,1
372,2023-01-06,102.88,1,1
373,2023-01-07,106.06,1,1
374,2023-01-08,97.86,1,1
375,2023-01-09,97.86,1,1
376,2023-01-10,90.74,1,1
377,2023-01-11,79.86,1,1
378,2023-01-12,68.98,1,1
379,2023-01-13,91.45,1,1
380,2023-01-14,92.15,1,1
381,2023-01-15,93.78,1,1
382,2023-01-16,93.54,1,1
383,2023-01-17,93.96,1,1
384,2023-01-18,94.07,1,1
385,2023-01-19,94.19,1,1
386,2023-01-20,94.30,1,1
387,2023-01-21,94.51,1,1
388,2023-01-22,95.06,1,1
389,2023-01-23,97.23,1,1
390,2023-01-24,96.66,1,1
391,2023-01-25,96.38,1,1
392,2023-01-26,96.10,1,1
393,2023-01-27,95.82,1,1
394,2023-01-28,97.49,1,1
395,2023-01-29,97.34,1,1
396,2023-01-30,98.25,1,1
397,2023-01-31,97.55,1,1
398,2023-02-01,95.14,1,1
399,2023-02-02,96.63,1,1
400,2023-02-03,98.11,1,1
401,2023-02-04,99.60,1,1
402,2023-02-05,100.09,1,1
403,2023-02-06,103.07,1,1
404,2023-02-07,105.18,1,1
405,2023-02-08,99.05,1,1
406,2023-02-09,92.92,1,1
407,2023-02-10,91.02,1,1
408,2023-02-11,79.01,1,1
409,2023-02-12,66.99,1,1
410,2023-02-13,100.27,1,1
411,2023-02-14,100.31,1,1
412,2023-02-15,100.54,1,1
413,2023-02-16,100.77,1,1
414,2023-02-17,101.00,1,1
415,2023-02-18,102.54,1,1
416,2023-02-19,103.46,1,1
417,2023-02-20,103.20,1,1
418,2023-02-21,102.53,1,1
419,2023-02-22,102.74,1,1
420,2023-02-23,102.96,1,1
421,2023-02-24,103.17,1,1
422,2023-02-25,102.20,1,1
423,2023-02-26,102.93,1,1
424,2023-02-27,102.68,1,1
425,2023-02-28,102.88,1,1
426,2023-03-01,93.66,1,1
427,2023-03-02,96.44,1,1
428,2023-03-03,105.34,1,1
429,2023-03-04,100.29,1,1
430,2023-03-05,101.82,1,1
431,2023-03-06,103.34,1,1
432,2023-03-07,104.76,1,1
433,2023-03-08,100.13,1,1
434,2023-03-09,95.50,1,1
435,2023-03-10,89.76,1,1
436,2023-03-11,78.77,1,1
437,2023-03-12,67.30,1,1
438,2023-03-13,98.57,1,1
439,2023-03-14,99.23,1,1
440,2023-03-15,98.96,1,1
441,2023-03-16,98.70,1,1
442,2023-03-17,98.43,1,1
443,2023-03-18,100.08,1,1
444,2023-03-19,100.71,1,1
445,2023-03-20,99.68,1,1
446,2023-03-21,99.97,1,1
447,2023-03-22,100.00,1,1
448,2023-03-23,100.02,1,1
449,2023-03-24,100.05,1,1
450,2023-03-25,99.66,1,1
451,2023-03-26,100.61,1,1
452,2023-03-27,101.25,1,1
453,2023-03-28,101.73,1,1
454,2023-03-29,101.68,1,1
455,2023-03-30,101.62,1,1
456,2023-03-31,101.57,1,1
457,2023-04-01,99.41,1,1
458,2023-04-02,97.24,1,1
459,2023-04-03,103.64,1,1
460,2023-04-04,101.16,1,1
461,2023-04-05,102.22,1,1
462,2023-04-06,103.27,1,1
463,2023-04-07,104.35,1,1
464,2023-04-08,98.26,1,1
465,2023-04-09,94.51,1,1
466,2023-04-10,85.83,1,1
467,2023-04-11,77.15,1,1
468,2023-04-12,66.73,1,1
469,2023-04-13,85.39,1,1
470,2023-04-14,104.05,1,1
471,2023-04-15,103.70,1,1
472,2023-04-16,103.71,1,1
473,2023-04-17,104.33,1,1
474,2023-04-18,103.00,1,1
475,2023-04-19,103.45,1,1
476,2023-04-20,103.90,1,1
477,2023-04-21,104.35,1,1
478,2023-04-22,101.69,1,1
479,2023-04-23,101.47,1,1
480,2023-04-24,102.20,1,1
481,2023-04-25,100.85,1,1
482,2023-04-26,100.94,1,1
483,2023-04-27,101.04,1,1
484,2023-04-28,101.13,1,1
485,2023-04-29,101.56,1,1
486,2023-04-30,100.07,1,1
487,2023-05-01,98.74,1,1
488,2023-05-02,97.40,1,1
489,2023-05-03,101.75,1,1
490,2023-05-04,100.75,1,1
491,2023-05-05,99.74,1,1
492,2023-05-06,103.17,1,1
493,2023-05-07,100.26,1,1
494,2023-05-08,97.34,1,1
495,2023-05-09,93.32,1,1
496,2023-05-10,86.02,1,1
497,2023-05-11,78.71,1,1
498,2023-05-12,65.89,1,1
499,2023-05-13,102.01,1,1
500,2023-05-14,102.63,1,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
